Survived,Pclass,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Age_Disc,FamilySize,AgeGroup,Fare_EqualFreq
1,3,0.3088715757728072,0,0,0.0,False,True,False,False,True,25.0,1,Young Adult,Low
1,2,0.5099271173661725,0,1,0.038061465167318204,True,False,False,False,True,41.0,2,Adult,High
0,1,0.4596632319678311,0,1,0.057970539254838485,False,True,True,False,False,37.0,2,Adult,High
1,3,0.36792055349407915,0,0,0.015126992566498259,True,False,False,True,False,29.69911764705882,1,Young Adult,Low
1,1,0.7863784870570495,1,0,0.15216446768991498,True,False,False,False,True,63.0,2,Elderly,Very High
0,3,0.5601910027645137,0,0,0.015126992566498259,True,False,False,False,True,45.0,1,Adult,Low
0,2,0.36792055349407915,0,0,0.0,False,True,False,False,True,29.69911764705882,1,Young Adult,Low
0,3,0.08268409148027142,4,1,0.05684821399990475,False,True,False,True,False,7.0,6,Child,High
1,3,0.4345312892686604,1,1,0.03952536767375352,True,False,False,False,True,35.0,3,Adult,High
0,3,0.8115104297562202,0,0,0.015126992566498259,False,True,False,True,False,65.0,1,Elderly,Low
0,3,0.34656948982156316,0,0,0.015330377421392339,False,True,False,False,True,28.0,1,Young Adult,Low
0,3,0.19577783362653933,0,0,0.018542765081513996,False,True,False,False,True,16.0,1,Child,Medium
1,3,0.2334757476752953,0,0,0.015712553569072387,False,True,False,False,True,19.0,1,Young Adult,Medium
0,1,0.36792055349407915,0,0,0.050748620223090936,False,True,False,False,True,29.69911764705882,1,Young Adult,High
0,3,0.4093993465694898,0,0,0.016908073949327893,False,True,True,False,False,33.0,1,Adult,Medium
1,3,0.37170143252073384,0,0,0.018542765081513996,False,True,False,False,True,30.0,1,Young Adult,Medium
0,3,0.2711736617240512,0,0,0.015411575213749286,False,True,False,False,True,22.0,1,Young Adult,Low
1,2,0.5224930887157577,0,0,0.025374310111545468,False,True,False,False,True,42.0,1,Adult,Medium
1,3,0.2711736617240512,0,0,0.015126992566498259,True,False,False,True,False,22.0,1,Young Adult,Low
1,1,0.32143754712239253,0,0,0.15390495017656614,True,False,False,False,True,26.0,1,Young Adult,Very High
1,1,0.2334757476752953,1,0,0.17777475888549785,True,False,True,False,False,19.0,2,Young Adult,Very High
0,2,0.4470972606182458,0,0,0.025130326360472913,False,True,True,False,False,36.0,1,Adult,Medium
0,3,0.2963056044232219,0,0,0.01727404957593672,True,False,False,False,True,24.0,1,Young Adult,Medium
0,3,0.2963056044232219,0,0,0.015411575213749286,False,True,False,False,True,24.0,1,Young Adult,Low
0,1,0.36792055349407915,0,0,0.05410739813385612,False,True,True,False,False,29.69911764705882,1,Young Adult,High
0,3,0.2900226187484292,0,0,0.014110458666029575,False,True,True,False,False,23.5,1,Young Adult,Low
0,1,0.01985423473234481,1,2,0.29580589980036276,True,False,False,False,True,2.0,4,Child,Very High
1,1,0.36792055349407915,0,0,0.05953203526170282,False,True,False,False,True,29.69911764705882,1,Young Adult,High
1,1,0.6230208595124404,0,1,0.4831284260198326,True,False,True,False,False,50.0,2,Adult,Very High
1,3,0.36792055349407915,0,0,0.015126992566498259,True,False,False,True,False,29.69911764705882,1,Young Adult,Low
1,3,0.36792055349407915,2,0,0.04538097769949478,False,True,False,True,False,29.69911764705882,3,Young Adult,High
0,3,0.2334757476752953,0,0,0.0,False,True,False,False,True,19.0,1,Young Adult,Low
1,2,0.36792055349407915,0,0,0.024105594605968193,True,False,False,True,False,29.69911764705882,1,Young Adult,Medium
0,3,0.36792055349407915,0,0,0.015712553569072387,False,True,False,False,True,29.69911764705882,1,Young Adult,Medium
1,1,0.006282985674792663,1,2,0.29580589980036276,False,True,False,False,True,0.92,4,Child,Very High
1,1,0.36792055349407915,0,0,0.21642978772242535,True,False,True,False,False,29.69911764705882,1,Young Adult,Very High
1,1,0.20834380497612465,1,0,0.2125586439344078,True,False,True,False,False,17.0,2,Child,Very High
0,2,0.37170143252073384,1,0,0.04684488020593009,False,True,True,False,False,30.0,2,Young Adult,High
1,1,0.37170143252073384,0,0,0.11111839809247648,True,False,True,False,False,30.0,1,Young Adult,Very High
1,1,0.2963056044232219,0,0,0.16231419173453318,True,False,True,False,False,24.0,1,Young Adult,Very High
1,1,0.22090977632571,2,2,0.5121218935012878,True,False,True,False,False,18.0,5,Child,Very High
0,2,0.32143754712239253,1,1,0.050748620223090936,True,False,False,False,True,26.0,3,Young Adult,High
0,3,0.34656948982156316,0,0,0.015411575213749286,False,True,False,False,True,28.0,1,Young Adult,Low
0,2,0.5350590600653431,1,1,0.05123658772523604,False,True,False,False,True,43.0,3,Adult,High
1,3,0.32143754712239253,0,0,0.015330377421392339,True,False,False,False,True,26.0,1,Young Adult,Low
1,2,0.2963056044232219,1,0,0.050748620223090936,True,False,False,False,True,24.0,2,Young Adult,High
0,2,0.6732847449107816,0,0,0.027326180120125887,False,True,False,False,True,54.0,1,Elderly,Medium
1,1,0.38426740387031916,0,2,0.32179836714362564,True,False,False,False,True,31.0,3,Adult,Very High
1,1,0.49736114601658704,1,1,0.2625265161540666,True,False,True,False,False,40.0,3,Adult,Very High
0,3,0.2711736617240512,0,0,0.014151057562208049,False,True,False,False,True,22.0,1,Young Adult,Low
0,3,0.33400351847197784,0,0,0.015411575213749286,False,True,False,False,True,27.0,1,Young Adult,Low
1,2,0.37170143252073384,0,0,0.024105594605968193,True,False,False,True,False,30.0,1,Young Adult,Medium
1,2,0.2711736617240512,1,1,0.056604230248832196,True,False,False,False,True,22.0,3,Young Adult,High
0,3,0.36792055349407915,8,2,0.13575255909676825,False,True,False,False,True,29.69911764705882,11,Young Adult,Very High
1,1,0.4470972606182458,0,0,0.2647385704347907,True,False,True,False,False,36.0,1,Adult,Very High
0,3,0.7612465443578789,0,0,0.012174789178520372,False,True,False,False,True,61.0,1,Elderly,Low
1,2,0.4470972606182458,0,0,0.025374310111545468,True,False,False,False,True,36.0,1,Adult,Medium
1,3,0.38426740387031916,1,1,0.04006213192611313,True,False,False,False,True,31.0,3,Adult,High
1,1,0.19577783362653933,0,1,0.11316786160148591,True,False,True,False,False,16.0,2,Child,Very High
1,3,0.36792055349407915,2,0,0.04538097769949478,True,False,False,True,False,29.69911764705882,3,Young Adult,High
0,1,0.5664739884393064,0,0,0.055628295244541985,False,True,False,False,True,45.5,1,Adult,High
0,1,0.4722292033174164,0,1,0.2995388511917728,False,True,False,False,True,38.0,2,Adult,Very High
0,3,0.19577783362653933,2,0,0.03513366015444757,False,True,False,False,True,16.0,3,Child,High
1,1,0.36792055349407915,1,0,0.2608674266467732,True,False,False,False,True,29.69911764705882,2,Young Adult,Very High
0,3,0.36792055349407915,0,0,0.015411575213749286,False,True,False,False,True,29.69911764705882,1,Young Adult,Low
0,1,0.35913546117114853,1,0,0.12999454257145598,False,True,False,False,True,29.0,2,Young Adult,Very High
1,1,0.5099271173661725,0,0,0.2625265161540666,True,False,True,False,False,41.0,1,Adult,Very High
1,3,0.5601910027645137,0,0,0.015712553569072387,False,True,False,False,True,45.0,1,Adult,Medium
0,1,0.5601910027645137,0,0,0.06929138530460494,False,True,False,False,True,45.0,1,Adult,Very High
1,2,0.01985423473234481,1,1,0.050748620223090936,False,True,False,False,True,2.0,3,Child,High
1,1,0.2963056044232219,3,2,0.5133418122566507,True,False,False,False,True,24.0,6,Young Adult,Very High
0,2,0.34656948982156316,0,0,0.025374310111545468,False,True,False,False,True,28.0,1,Young Adult,Medium
0,2,0.3088715757728072,0,0,0.025374310111545468,False,True,False,False,True,25.0,1,Young Adult,Medium
0,2,0.4470972606182458,0,0,0.025374310111545468,False,True,False,False,True,36.0,1,Adult,Medium
1,2,0.2963056044232219,0,0,0.025374310111545468,True,False,False,False,True,24.0,1,Young Adult,Medium
1,2,0.49736114601658704,0,0,0.025374310111545468,True,False,False,False,True,40.0,1,Adult,Medium
1,3,0.36792055349407915,1,0,0.031425107138144774,True,False,False,False,True,29.69911764705882,2,Young Adult,High
1,3,0.032420206081930136,1,1,0.031034733136428686,False,True,False,False,True,3.0,3,Child,High
0,3,0.5224930887157577,0,0,0.016908073949327893,False,True,False,False,True,42.0,1,Adult,Medium
0,3,0.2837396330736366,0,0,0.01800600082915438,False,True,False,False,True,23.0,1,Young Adult,Medium
0,1,0.36792055349407915,0,0,0.06831545030031472,False,True,False,False,True,29.69911764705882,1,Young Adult,Very High
0,3,0.18321186227695402,1,1,0.014110458666029575,False,True,True,False,False,15.0,3,Child,Low
0,3,0.3088715757728072,1,0,0.034743286152731485,False,True,False,False,True,25.0,2,Young Adult,High
0,3,0.36792055349407915,0,0,0.014102260811993537,False,True,True,False,False,29.69911764705882,1,Young Adult,Low
0,3,0.34656948982156316,0,0,0.018542765081513996,False,True,False,False,True,28.0,1,Young Adult,Medium
1,1,0.2711736617240512,0,1,0.10735285047192313,True,False,False,False,True,22.0,2,Young Adult,Very High
0,2,0.4722292033174164,0,0,0.025374310111545468,True,False,False,False,True,38.0,1,Adult,Medium
1,3,0.36792055349407915,0,0,0.01537917417160685,True,False,False,True,False,29.69911764705882,1,Young Adult,Low
1,3,0.36792055349407915,0,0,0.01537917417160685,True,False,False,True,False,29.69911764705882,1,Young Adult,Low
0,3,0.49736114601658704,1,4,0.05445717323939373,False,True,False,False,True,40.0,6,Adult,High
0,2,0.35913546117114853,1,0,0.05410739813385612,False,True,True,False,False,29.0,2,Young Adult,High
0,3,0.5601910027645137,0,1,0.028212719478023115,True,False,True,False,False,45.0,2,Adult,Medium
0,3,0.4345312892686604,0,0,0.013760683560491965,False,True,False,False,True,35.0,1,Adult,Low
0,3,0.36792055349407915,1,0,0.030253985132996517,False,True,False,True,False,29.69911764705882,2,Young Adult,High
0,3,0.37170143252073384,0,0,0.014151057562208049,False,True,False,False,True,30.0,1,Young Adult,Low
1,1,0.7486805730082936,1,0,0.14687821814567664,True,False,True,False,False,60.0,2,Elderly,Very High
1,3,0.36792055349407915,0,0,0.014110458666029575,True,False,True,False,False,29.69911764705882,1,Young Adult,Low
1,3,0.36792055349407915,0,0,0.015126992566498259,True,False,False,True,False,29.69911764705882,1,Young Adult,Low
1,1,0.2963056044232219,0,0,0.13526459159462315,True,False,True,False,False,24.0,1,Young Adult,Very High
1,1,0.3088715757728072,1,0,0.1082149914547131,False,True,True,False,False,25.0,2,Young Adult,Very High
0,3,0.22090977632571,1,0,0.012678957201736696,False,True,False,False,True,18.0,2,Child,Low
0,3,0.2334757476752953,0,0,0.015712553569072387,False,True,False,False,True,19.0,1,Young Adult,Medium
0,1,0.2711736617240512,0,0,0.2647385704347907,False,True,True,False,False,22.0,1,Young Adult,Very High
0,3,0.032420206081930136,3,1,0.04113566043083236,True,False,False,False,True,3.0,5,Child,High
1,1,0.36792055349407915,1,0,0.16038672010106003,True,False,True,False,False,29.69911764705882,2,Young Adult,Very High
1,3,0.2711736617240512,0,0,0.014151057562208049,True,False,False,False,True,22.0,1,Young Adult,Low
0,1,0.33400351847197784,0,2,0.41282050681475896,False,True,True,False,False,27.0,3,Young Adult,Very High
0,3,0.24604171902488062,0,0,0.007831878409428937,False,True,True,False,False,20.0,1,Young Adult,Low
0,3,0.2334757476752953,0,0,0.015175789316712771,False,True,False,False,True,19.0,1,Young Adult,Low
1,1,0.5224930887157577,0,0,0.4440992237022602,True,False,True,False,False,42.0,1,Adult,Very High
1,3,0.007288263382759488,0,2,0.030725752114070404,True,False,True,False,False,1.0,3,Child,High
0,3,0.39683337521990447,0,0,0.015468569817999833,False,True,False,False,True,32.0,1,Adult,Medium
1,1,0.4345312892686604,1,0,0.10149724044618187,True,False,False,False,True,35.0,2,Adult,Very High
0,3,0.36792055349407915,0,0,0.015411575213749286,False,True,False,False,True,29.69911764705882,1,Young Adult,Low
0,2,0.22090977632571,0,0,0.1434624456306609,False,True,False,False,True,18.0,1,Child,Very High
0,3,0.007288263382759488,5,2,0.09154270340242172,False,True,False,False,True,1.0,8,Child,Very High
1,2,0.4470972606182458,0,0,0.025374310111545468,True,False,False,False,True,36.0,1,Adult,Medium
0,3,0.36792055349407915,0,0,0.015086393670319786,False,True,False,True,False,29.69911764705882,1,Young Adult,Low
1,2,0.20834380497612465,0,0,0.023422440102965045,True,False,True,False,False,17.0,1,Child,Medium
1,1,0.4470972606182458,1,2,0.23422440102965048,False,True,False,False,True,36.0,4,Adult,Very High
1,3,0.2586076903744659,0,0,0.015216388212891242,False,True,False,False,True,21.0,1,Young Adult,Low
0,3,0.34656948982156316,2,0,0.015468569817999833,False,True,False,False,True,28.0,3,Young Adult,Medium
1,1,0.2837396330736366,1,0,0.22109807522194713,True,False,True,False,False,23.0,2,Young Adult,Very High
1,3,0.2963056044232219,0,2,0.03259622914329302,True,False,False,False,True,24.0,3,Young Adult,High
0,3,0.2711736617240512,0,0,0.015216388212891242,False,True,False,False,True,22.0,1,Young Adult,Low
0,3,0.38426740387031916,0,0,0.015330377421392339,True,False,False,False,True,31.0,1,Adult,Low
0,2,0.5727569741140991,0,0,0.050748620223090936,False,True,False,False,True,46.0,1,Adult,High
0,2,0.2837396330736366,0,0,0.020494635090094415,False,True,False,False,True,23.0,1,Young Adult,Medium
1,2,0.34656948982156316,0,0,0.02469115560854232,True,False,False,False,True,28.0,1,Young Adult,Medium
1,3,0.4847951746670017,0,0,0.015468569817999833,False,True,False,False,True,39.0,1,Adult,Medium
0,3,0.32143754712239253,0,0,0.015712553569072387,False,True,False,False,True,26.0,1,Young Adult,Medium
0,3,0.2586076903744659,1,0,0.019177122834302632,True,False,False,False,True,21.0,2,Young Adult,Medium
0,3,0.34656948982156316,1,0,0.030937139635999665,False,True,False,False,True,28.0,2,Young Adult,High
0,3,0.24604171902488062,0,0,0.016908073949327893,True,False,False,False,True,20.0,1,Young Adult,Medium
0,2,0.4219653179190751,1,0,0.04098927018018883,False,True,False,False,True,34.0,2,Adult,High
0,3,0.6355868308620256,0,0,0.015126992566498259,False,True,False,False,True,51.0,1,Elderly,Low
1,2,0.032420206081930136,1,1,0.03659756266088288,False,True,False,False,True,3.0,3,Child,High
0,3,0.2586076903744659,0,0,0.015175789316712771,False,True,False,False,True,21.0,1,Young Adult,Low
0,3,0.36792055349407915,3,1,0.049707687947515,True,False,False,False,True,29.69911764705882,5,Young Adult,High
0,3,0.36792055349407915,0,0,0.015411575213749286,False,True,False,False,True,29.69911764705882,1,Young Adult,Low
0,3,0.36792055349407915,0,0,0.013386510079847098,False,True,False,True,False,29.69911764705882,1,Young Adult,Low
1,1,0.4093993465694898,1,0,0.17566830077223786,True,False,False,True,False,33.0,2,Adult,Very High
0,2,0.36792055349407915,0,0,0.0,False,True,False,False,True,29.69911764705882,1,Young Adult,Low
1,3,0.5476250314149284,0,0,0.015468569817999833,False,True,False,False,True,44.0,1,Adult,Medium
0,3,0.36792055349407915,0,0,0.015712553569072387,True,False,False,False,True,29.69911764705882,1,Young Adult,Medium
1,2,0.4219653179190751,1,1,0.06343577527886367,True,False,False,False,True,34.0,3,Adult,Very High
1,2,0.22090977632571,0,2,0.025374310111545468,True,False,False,False,True,18.0,3,Child,Medium
0,2,0.37170143252073384,0,0,0.025374310111545468,False,True,False,False,True,30.0,1,Young Adult,Medium
0,3,0.12038200552902739,0,2,0.04713766070721715,True,False,False,False,True,10.0,3,Child,High
0,3,0.36792055349407915,0,0,0.015411575213749286,False,True,True,False,False,29.69911764705882,1,Young Adult,Low
0,3,0.2586076903744659,0,0,0.015094396337354966,False,True,False,True,False,21.0,1,Young Adult,Low
0,3,0.35913546117114853,0,0,0.015370976317570811,False,True,False,False,True,29.0,1,Young Adult,Low
0,3,0.34656948982156316,1,1,0.028106928123558056,True,False,False,False,True,28.0,3,Young Adult,Medium
0,3,0.22090977632571,1,1,0.039452172548431745,False,True,False,False,True,18.0,3,Child,High
0,3,0.36792055349407915,0,0,0.014151057562208049,False,True,False,False,True,29.69911764705882,1,Young Adult,Low
1,2,0.34656948982156316,1,0,0.050748620223090936,True,False,False,False,True,28.0,2,Young Adult,High
1,2,0.2334757476752953,0,0,0.050748620223090936,True,False,False,False,True,19.0,1,Young Adult,High
0,3,0.36792055349407915,0,0,0.015126992566498259,False,True,False,True,False,29.69911764705882,1,Young Adult,Low
1,3,0.39683337521990447,0,0,0.015712553569072387,False,True,False,False,True,32.0,1,Adult,Medium
1,1,0.34656948982156316,0,0,0.051822148727810165,False,True,False,False,True,28.0,1,Young Adult,High
1,3,0.36792055349407915,1,0,0.031425107138144774,True,False,False,False,True,29.69911764705882,2,Young Adult,High
1,2,0.5224930887157577,1,0,0.050748620223090936,True,False,False,False,True,42.0,2,Adult,High
0,3,0.20834380497612465,0,0,0.013907073811135496,False,True,False,False,True,17.0,1,Child,Low
0,1,0.6230208595124404,1,0,0.1091095334796455,False,True,False,False,True,50.0,2,Adult,Very High
1,1,0.17064589092736868,1,2,0.23422440102965048,True,False,False,False,True,14.0,4,Child,Very High
0,3,0.2586076903744659,2,2,0.06709553154495196,True,False,False,False,True,21.0,5,Young Adult,Very High
1,2,0.2963056044232219,2,3,0.03659756266088288,True,False,False,False,True,24.0,6,Young Adult,High
0,1,0.7989444584066349,1,4,0.5133418122566507,False,True,False,False,True,64.0,6,Elderly,Very High
0,2,0.38426740387031916,0,0,0.020494635090094415,False,True,False,False,True,31.0,1,Adult,Medium
1,2,0.5601910027645137,1,1,0.05123658772523604,True,False,False,False,True,45.0,3,Adult,High
0,3,0.24604171902488062,0,0,0.018542765081513996,False,True,False,False,True,20.0,1,Young Adult,Medium
0,3,0.3088715757728072,1,0,0.015175789316712771,False,True,False,False,True,25.0,2,Young Adult,Low
1,2,0.34656948982156316,0,0,0.025374310111545468,True,False,False,False,True,28.0,1,Young Adult,Medium
1,3,0.36792055349407915,0,0,0.015834545444608664,False,True,False,False,True,29.69911764705882,1,Young Adult,Medium
1,1,0.04498617743151546,0,2,0.15977676072337862,False,True,False,False,True,4.0,3,Child,Very High
1,2,0.15807991957778336,0,1,0.038061465167318204,True,False,False,False,True,13.0,2,Child,High
1,1,0.4219653179190751,0,0,0.051822148727810165,False,True,False,False,True,34.0,1,Adult,High
1,3,0.05755214878110078,2,1,0.03758969818624431,True,False,True,False,False,5.0,4,Child,High
1,1,0.648152802211611,0,0,0.05953203526170282,False,True,False,False,True,52.0,1,Elderly,High
0,2,0.4470972606182458,1,2,0.05416439273810667,False,True,False,False,True,36.0,4,Adult,High
0,3,0.36792055349407915,1,0,0.03897240290032268,False,True,False,False,True,29.69911764705882,2,Young Adult,High
0,1,0.37170143252073384,0,0,0.05416439273810667,False,True,True,False,False,30.0,1,Young Adult,High
1,1,0.610454888162855,1,0,0.17391981561855152,False,True,True,False,False,49.0,2,Adult,Very High
0,3,0.36792055349407915,0,0,0.015712553569072387,False,True,False,False,True,29.69911764705882,1,Young Adult,Medium
1,3,0.35913546117114853,0,0,0.015411575213749286,False,True,True,False,False,29.0,1,Young Adult,Low
0,1,0.8115104297562202,0,0,0.051822148727810165,False,True,False,False,True,65.0,1,Elderly,High
1,1,0.36792055349407915,1,0,0.10122885832000206,True,False,False,False,True,29.69911764705882,2,Young Adult,Very High
1,2,0.6230208595124404,0,0,0.020494635090094415,True,False,False,False,True,50.0,1,Adult,Medium
0,3,0.36792055349407915,0,0,0.015126992566498259,False,True,False,True,False,29.69911764705882,1,Young Adult,Low
1,1,0.5978889168132697,0,0,0.051822148727810165,False,True,False,False,True,48.0,1,Adult,High
0,3,0.4219653179190751,0,0,0.015712553569072387,False,True,False,False,True,34.0,1,Adult,Medium
0,1,0.5853229454636844,0,0,0.07514699533034619,False,True,False,False,True,47.0,1,Adult,Very High
0,2,0.5978889168132697,0,0,0.025374310111545468,False,True,False,False,True,48.0,1,Adult,Medium
0,3,0.36792055349407915,0,0,0.015712553569072387,False,True,False,False,True,29.69911764705882,1,Young Adult,Medium
0,3,0.4722292033174164,0,0,0.013760683560491965,False,True,False,False,True,38.0,1,Adult,Low
0,2,0.36792055349407915,0,0,0.0,False,True,False,False,True,29.69911764705882,1,Young Adult,Low
0,1,0.6984166876099522,0,0,0.051822148727810165,False,True,False,False,True,56.0,1,Elderly,High
0,3,0.36792055349407915,0,0,0.015078195816283748,False,True,False,True,False,29.69911764705882,1,Young Adult,Low
1,3,0.0041467705453631576,2,1,0.03758969818624431,True,False,True,False,False,0.75,4,Child,High
0,3,0.36792055349407915,0,0,0.014151057562208049,False,True,False,False,True,29.69911764705882,1,Young Adult,Low
0,3,0.4722292033174164,0,0,0.016908073949327893,False,True,False,False,True,38.0,1,Adult,Medium
1,2,0.4093993465694898,1,2,0.05416439273810667,True,False,False,False,True,33.0,4,Adult,High
1,2,0.2837396330736366,0,0,0.026919605597338588,True,False,True,False,False,23.0,1,Young Adult,Medium
0,3,0.2711736617240512,0,0,0.019201521209409888,True,False,False,False,True,22.0,1,Young Adult,Medium
0,1,0.36792055349407915,0,0,0.10149724044618187,False,True,False,False,True,29.69911764705882,1,Young Adult,Very High
0,2,0.4219653179190751,1,0,0.04098927018018883,False,True,False,False,True,34.0,2,Adult,High
0,3,0.35913546117114853,1,0,0.013752485706455927,False,True,False,False,True,29.0,2,Young Adult,Low
0,3,0.2711736617240512,0,0,0.014679623960531627,False,True,False,False,True,22.0,1,Young Adult,Low
1,3,0.01985423473234481,0,1,0.023983602730431916,True,False,False,False,True,2.0,2,Child,Medium
0,3,0.10781603417944208,5,2,0.09154270340242172,False,True,False,False,True,9.0,8,Child,Very High
0,2,0.36792055349407915,0,0,0.0,False,True,False,False,True,29.69911764705882,1,Young Adult,Low
0,3,0.6230208595124404,0,0,0.015712553569072387,False,True,False,False,True,50.0,1,Adult,Medium
1,3,0.7863784870570495,0,0,0.018713553707264782,True,False,False,False,True,63.0,1,Elderly,Medium
1,1,0.3088715757728072,1,0,0.17777475888549785,False,True,True,False,False,25.0,2,Young Adult,Very High
0,3,0.36792055349407915,3,1,0.049707687947515,True,False,False,False,True,29.69911764705882,5,Young Adult,High
1,1,0.4345312892686604,1,0,0.17566830077223786,True,False,False,False,True,35.0,2,Adult,Very High
0,1,0.723548630309123,0,0,0.057970539254838485,False,True,True,False,False,58.0,1,Elderly,High
0,3,0.37170143252073384,0,0,0.015712553569072387,False,True,False,False,True,30.0,1,Young Adult,Medium
1,3,0.10781603417944208,1,1,0.031034733136428686,False,True,False,False,True,9.0,3,Child,High
0,3,0.36792055349407915,1,0,0.03897240290032268,False,True,False,False,True,29.69911764705882,2,Young Adult,High
0,3,0.2586076903744659,0,0,0.014151057562208049,False,True,False,False,True,21.0,1,Young Adult,Low
0,1,0.685850716260367,0,0,0.05953203526170282,False,True,False,False,True,55.0,1,Elderly,High
0,1,0.8869062578537321,0,0,0.09662576327876685,False,True,True,False,False,71.0,1,Elderly,Very High
0,3,0.2586076903744659,0,0,0.015712553569072387,False,True,False,False,True,21.0,1,Young Adult,Medium
0,3,0.36792055349407915,0,0,0.028220722145058292,False,True,True,False,False,29.69911764705882,1,Young Adult,High
1,1,0.6732847449107816,1,0,0.1527664244005612,True,False,True,False,False,54.0,2,Elderly,Very High
0,3,0.36792055349407915,0,0,0.029473237129564348,False,True,False,False,True,29.69911764705882,1,Young Adult,High
0,1,0.3088715757728072,1,2,0.29580589980036276,True,False,False,False,True,25.0,4,Young Adult,Very High
0,3,0.2963056044232219,0,0,0.015216388212891242,False,True,False,False,True,24.0,1,Young Adult,Low
0,3,0.20834380497612465,0,0,0.016908073949327893,False,True,False,False,True,17.0,1,Child,Medium
0,3,0.2586076903744659,0,0,0.015126992566498259,True,False,False,True,False,21.0,1,Young Adult,Low
0,3,0.36792055349407915,0,0,0.014891206669461744,True,False,False,True,False,29.69911764705882,1,Young Adult,Low
0,3,0.4596632319678311,0,0,0.018713553707264782,True,False,False,False,True,37.0,1,Adult,Medium
1,1,0.19577783362653933,0,0,0.16883675574220638,True,False,False,False,True,16.0,1,Child,Very High
0,1,0.22090977632571,1,0,0.2125586439344078,False,True,True,False,False,18.0,2,Child,Very High
1,2,0.4093993465694898,0,2,0.050748620223090936,True,False,False,False,True,33.0,3,Adult,High
1,1,0.36792055349407915,0,0,0.051822148727810165,False,True,False,False,True,29.69911764705882,1,Young Adult,High
0,3,0.34656948982156316,0,0,0.04396587194327397,False,True,False,False,True,28.0,1,Young Adult,High
1,3,0.32143754712239253,0,0,0.11027245763075773,False,True,False,False,True,26.0,1,Young Adult,Very High
1,3,0.35913546117114853,0,0,0.015126992566498259,False,True,False,True,False,29.0,1,Young Adult,Low
0,3,0.36792055349407915,0,0,0.015712553569072387,False,True,False,False,True,29.69911764705882,1,Young Adult,Medium
1,1,0.4470972606182458,0,0,0.05130978285055781,False,True,False,False,True,36.0,1,Adult,High
1,1,0.6732847449107816,1,0,0.11594107850967697,True,False,True,False,False,54.0,2,Elderly,Very High
0,3,0.2963056044232219,0,0,0.014630827210317117,False,True,False,False,True,24.0,1,Young Adult,Low
0,1,0.5853229454636844,0,0,0.06640417918791278,False,True,False,False,True,47.0,1,Adult,Very High
1,2,0.4219653179190751,0,0,0.020494635090094415,True,False,False,False,True,34.0,1,Adult,Medium
0,3,0.36792055349407915,0,0,0.04713766070721715,False,True,False,True,False,29.69911764705882,1,Young Adult,High
1,2,0.4470972606182458,1,0,0.050748620223090936,True,False,False,False,True,36.0,2,Adult,High
0,3,0.39683337521990447,0,0,0.015411575213749286,False,True,False,False,True,32.0,1,Adult,Low
1,1,0.37170143252073384,0,0,0.18249984580226933,True,False,False,False,True,30.0,1,Young Adult,Very High
0,3,0.2711736617240512,0,0,0.015411575213749286,False,True,False,False,True,22.0,1,Young Adult,Low
0,3,0.36792055349407915,0,0,0.014102260811993537,False,True,True,False,False,29.69911764705882,1,Young Adult,Low
1,1,0.5476250314149284,0,1,0.11316786160148591,True,False,True,False,False,44.0,2,Adult,Very High
0,3,0.36792055349407915,0,0,0.014110458666029575,False,True,True,False,False,29.69911764705882,1,Young Adult,Low
0,3,0.5036441316913798,0,0,0.015126992566498259,False,True,False,True,False,40.5,1,Adult,Low
1,2,0.6230208595124404,0,0,0.020494635090094415,True,False,False,False,True,50.0,1,Adult,Medium
0,1,0.36792055349407915,0,0,0.4328841690069588,False,True,False,False,True,29.69911764705882,1,Young Adult,Very High
0,3,0.4847951746670017,0,0,0.015468569817999833,False,True,False,False,True,39.0,1,Adult,Medium
0,2,0.2837396330736366,2,1,0.022446505098674838,False,True,False,False,True,23.0,4,Young Adult,Medium
1,2,0.01985423473234481,1,1,0.050748620223090936,True,False,False,False,True,2.0,3,Child,High
0,3,0.36792055349407915,0,0,0.014110458666029575,False,True,True,False,False,29.69911764705882,1,Young Adult,Low
0,3,0.20834380497612465,1,1,0.014110458666029575,False,True,True,False,False,17.0,3,Child,Low
1,3,0.36792055349407915,0,2,0.04364049521284362,True,False,True,False,False,29.69911764705882,3,Young Adult,High
0,3,0.37170143252073384,0,0,0.016908073949327893,True,False,False,False,True,30.0,1,Young Adult,Medium
1,2,0.08268409148027142,0,2,0.05123658772523604,True,False,False,False,True,7.0,3,Child,High
0,1,0.5601910027645137,0,0,0.051822148727810165,False,True,False,False,True,45.0,1,Adult,High
1,1,0.37170143252073384,0,0,0.20772776566317125,True,False,True,False,False,30.0,1,Young Adult,Very High
0,3,0.36792055349407915,0,0,0.028302115124416098,False,True,False,False,True,29.69911764705882,1,Young Adult,High
1,1,0.2711736617240512,0,2,0.09661756542473082,True,False,True,False,False,22.0,3,Young Adult,Very High
1,1,0.4470972606182458,0,2,0.13858277060920987,True,False,False,False,True,36.0,3,Adult,Very High
0,3,0.10781603417944208,4,2,0.06104473451835265,True,False,False,False,True,9.0,7,Child,Very High
0,3,0.1329479768786127,4,2,0.06104473451835265,True,False,False,False,True,11.0,7,Child,Very High
1,2,0.39683337521990447,1,0,0.050748620223090936,False,True,False,False,True,32.0,2,Adult,High
